roll_number,department,credit,course_name,course_type,grade,Grade Numerical Value,Total Credits
461584,EE,6,EE667,honours,BB,8,48
721490,EP,4,EP235,core,CC,6,24
581065,EP,4,CE742,department_elective,AP,10,40
207443,ME,6,MM802,alc,AA,10,60
358405,MA,6,IE749,hasmed_elective,CC,6,36
310604,EE,3,CH444,minor,BC,7,21
521087,CSE,4,IE817,alc,AB,9,36
581858,MA,6,MA655,honours,AP,10,60
692318,CSE,4,ME455,alc,BC,7,28
282482,MM,6,EC832,alc,BB,8,48
381526,CE,3,EE804,minor,AP,10,30
388969,CSE,4,EP392,department_elective,BB,8,32
327122,MM,4,MM971,core,AA,10,40
214270,CH,6,EE688,flexible_elective,BB,8,48
194063,EP,3,CH373,hasmed_elective,CC,6,18
816041,MA,8,MA565,core,BC,7,56
970791,MA,3,MA548,honours,BB,8,24
485484,MM,8,MA826,hasmed_elective,AP,10,80
993835,CE,6,MM502,alc,CC,6,36
572815,CSE,6,EE634,minor,CC,6,36
871746,IE,8,MM827,alc,AA,10,80
773982,EE,3,CH869,department_elective,AP,10,30
124663,EE,6,EE976,core,BC,7,42
294697,MM,4,MM763,honours,AA,10,40
572815,CSE,8,CE511,minor,BB,8,64
816041,MA,4,EE196,flexible_elective,AP,10,40
327122,MM,8,MM109,core,AA,10,80
613401,CE,3,ME460,alc,BC,7,21
626000,EC,3,EC471,honours,CC,6,18
207443,ME,8,EP283,alc,AA,10,80
973158,EE,6,EP888,flexible_elective,BB,8,48
207443,ME,3,ME627,core,AP,10,30
485484,MM,4,ME158,minor,AA,10,40
845623,EE,8,EE224,core,AP,10,80
270007,IE,8,EP837,flexible_elective,AA,10,80
721490,EP,4,MA352,hasmed_elective,BC,7,28
608952,EP,4,ME560,minor,AA,10,40
144528,ME,8,ME471,core,AP,10,80
145372,EP,8,MM196,department_elective,AB,9,72
680096,CH,4,CSE308,department_elective,AB,9,36
888886,CE,6,CE615,core,AA,10,60
680096,CH,8,CSE858,department_elective,AP,10,80
214270,CH,6,CH437,core,AB,9,54
973158,EE,3,MM997,hasmed_elective,AB,9,27
344265,CSE,4,ME103,minor,AB,9,36
907454,CSE,4,CH699,minor,AA,10,40
881983,MA,3,MM172,hasmed_elective,AA,10,30
485484,MM,8,MM752,core,AA,10,80
955757,MM,8,IE371,minor,AB,9,72
270007,IE,8,MM199,department_elective,CC,6,48
265922,EP,4,EP953,core,CC,6,24
626000,EC,4,CH633,minor,AB,9,36
907454,CSE,3,MA313,minor,AP,10,30
775967,EC,8,EC194,honours,CC,6,48
194063,EP,6,CH938,hasmed_elective,AP,10,60
788020,CE,8,CE611,honours,AB,9,72
485484,MM,8,MA815,flexible_elective,AP,10,80
572815,CSE,8,ME747,minor,AA,10,80
145372,EP,8,MM668,flexible_elective,BC,7,56
344265,CSE,6,CSE153,honours,CC,6,36
358405,MA,8,MA101,hasmed_elective,AB,9,72
721490,EP,3,MM539,hasmed_elective,CC,6,18
124663,EE,4,EE917,core,AP,10,40
907454,CSE,8,CE628,flexible_elective,BC,7,56
327122,MM,4,CE649,minor,BB,8,32
907454,CSE,8,CSE461,honours,BC,7,56
834515,MA,3,MA679,department_elective,BC,7,21
283796,ME,3,EP291,department_elective,AA,10,30
581858,MA,6,EC105,alc,AA,10,60
478606,CE,8,EC124,minor,CC,6,48
485484,MM,4,MM450,core,BC,7,28
581065,EP,6,ME556,department_elective,AP,10,60
970791,MA,4,EE300,alc,BB,8,32
845623,EE,8,CE876,department_elective,BC,7,56
871746,IE,3,IE491,flexible_elective,CC,6,18
381526,CE,8,MA368,hasmed_elective,CC,6,48
775967,EC,4,EC175,honours,BB,8,32
534763,MA,3,ME128,department_elective,AA,10,30
180828,CSE,8,CSE759,hasmed_elective,CC,6,48
381227,CE,8,CH501,department_elective,CC,6,48
692318,CSE,8,CSE618,core,CC,6,48
626000,EC,4,EE673,flexible_elective,AP,10,40
750259,MM,3,CSE479,alc,AA,10,30
381526,CE,6,CSE892,department_elective,BC,7,42
488661,EE,3,EE165,honours,BB,8,24
960395,EE,4,IE548,minor,AB,9,36
124663,EE,6,EE518,honours,CC,6,36
391848,ME,3,MM677,department_elective,BB,8,24
733782,CH,3,CH307,core,AP,10,30
294697,MM,6,EC159,department_elective,AA,10,60
782129,MA,6,EP378,flexible_elective,AP,10,60
458200,EC,4,ME516,minor,AA,10,40
270007,IE,6,IE934,honours,CC,6,36
124663,EE,6,CSE485,minor,BC,7,42
344265,CSE,8,CH993,flexible_elective,CC,6,48
144528,ME,8,CE548,alc,BB,8,64
500658,CE,4,CH964,department_elective,AB,9,36
841365,MA,8,EE957,department_elective,BC,7,56
391848,ME,8,CH576,department_elective,AA,10,80
879634,EP,4,EP878,alc,AB,9,36
364146,MA,8,MA780,honours,AB,9,72
208100,EE,8,EE952,core,BC,7,56
145372,EP,4,EC148,minor,BB,8,32
628849,MA,4,MA723,honours,BB,8,32
998293,ME,4,CSE702,hasmed_elective,AA,10,40
388969,CSE,6,CSE778,core,BB,8,48
294697,MM,4,ME805,alc,AA,10,40
581065,EP,8,EP536,honours,AB,9,72
703403,EC,3,EE763,minor,BB,8,24
203200,CH,8,EE594,minor,AP,10,80
461971,CE,3,ME409,minor,AA,10,30
294697,MM,4,MA954,department_elective,BB,8,32
203200,CH,4,CH218,core,BB,8,32
199713,EE,6,EE277,honours,AP,10,60
782129,MA,6,MA666,honours,CC,6,36
960395,EE,3,EE435,flexible_elective,AP,10,30
521087,CSE,3,MA693,department_elective,CC,6,18
381227,CE,8,CE312,core,BC,7,56
845623,EE,8,EC798,department_elective,CC,6,48
329535,EC,8,MA487,department_elective,AB,9,72
986057,ME,3,ME177,core,BC,7,21
265922,EP,6,EP995,core,AP,10,60
597353,CSE,8,MM426,department_elective,BB,8,64
282482,MM,8,CSE308,alc,AB,9,72
630568,EP,6,EP794,core,AP,10,60
214270,CH,6,IE422,hasmed_elective,CC,6,36
208100,EE,4,EE478,core,CC,6,24
626000,EC,3,MA993,minor,AA,10,30
834515,MA,6,CE326,flexible_elective,CC,6,36
816041,MA,3,MA829,core,AB,9,27
998293,ME,6,CE404,flexible_elective,CC,6,36
888886,CE,4,CE318,core,BB,8,32
626000,EC,6,ME662,hasmed_elective,AA,10,60
159438,EE,4,EC169,minor,BC,7,28
810863,CE,6,CE291,honours,AB,9,54
692318,CSE,6,MA314,flexible_elective,AP,10,60
581065,EP,3,IE665,flexible_elective,BB,8,24
327122,MM,6,MM385,hasmed_elective,BB,8,48
194063,EP,6,CSE410,department_elective,BB,8,48
971123,MA,8,MA277,honours,AB,9,72
834515,MA,6,CH425,alc,BB,8,48
391848,ME,4,EC982,hasmed_elective,BC,7,28
834515,MA,3,EE839,minor,CC,6,18
294697,MM,8,MM788,core,AP,10,80
461584,EE,6,EE828,flexible_elective,BB,8,48
199713,EE,8,MM406,hasmed_elective,BC,7,56
871746,IE,3,IE698,core,BB,8,24
138296,MM,4,MM215,honours,BC,7,28
534763,MA,8,MA737,core,BB,8,64
870642,MM,3,IE605,alc,AP,10,30
782129,MA,8,MA651,core,CC,6,48
721490,EP,6,CSE610,department_elective,BB,8,48
626000,EC,8,IE123,minor,BB,8,64
465496,MA,4,EC270,hasmed_elective,AP,10,40
836431,EE,8,ME281,hasmed_elective,CC,6,48
465496,MA,3,CE624,hasmed_elective,AB,9,27
327122,MM,4,MM515,core,AB,9,36
847809,IE,3,IE541,honours,BB,8,24
907454,CSE,8,MM506,department_elective,AB,9,72
681499,CH,6,EE285,hasmed_elective,AP,10,60
581858,MA,6,CH869,minor,CC,6,36
626000,EC,8,CE915,hasmed_elective,AB,9,72
970791,MA,3,CH691,alc,AB,9,27
458200,EC,4,EC183,core,AA,10,40
327122,MM,8,MM238,core,AB,9,72
500658,CE,3,ME731,department_elective,CC,6,18
521087,CSE,4,CSE845,honours,AP,10,40
582912,CH,3,CH849,hasmed_elective,AA,10,30
841365,MA,4,MA637,core,AP,10,40
461584,EE,8,EE414,core,AP,10,80
461584,EE,3,MM546,department_elective,AB,9,27
571782,ME,8,MM721,hasmed_elective,BB,8,64
199713,EE,3,EE582,honours,AB,9,27
960395,EE,4,EP269,department_elective,AP,10,40
718510,EP,8,EC380,hasmed_elective,BC,7,56
588946,MA,4,MA359,core,BC,7,28
773982,EE,4,EE348,honours,AA,10,40
358405,MA,4,EC168,minor,BC,7,28
485484,MM,4,MM805,core,BC,7,28
589528,EE,3,MM198,flexible_elective,AA,10,30
630568,EP,3,CH623,hasmed_elective,AB,9,27
265922,EP,3,EP881,core,AA,10,30
391848,ME,4,ME790,core,BB,8,32
928288,CSE,6,MA891,hasmed_elective,AP,10,60
482623,IE,4,CH870,hasmed_elective,AA,10,40
888886,CE,4,IE321,minor,AB,9,36
970791,MA,6,CE769,department_elective,BC,7,42
180828,CSE,4,MA791,flexible_elective,BC,7,28
888886,CE,8,IE357,hasmed_elective,CC,6,48
834515,MA,6,IE778,flexible_elective,AP,10,60
465496,MA,6,CE710,minor,BC,7,42
572815,CSE,4,EE405,alc,BC,7,28
816041,MA,8,MA222,flexible_elective,BC,7,56
144528,ME,6,CH115,alc,BC,7,42
993835,CE,8,MA654,department_elective,BB,8,64
488661,EE,3,EE440,honours,AB,9,27
733782,CH,6,EP673,flexible_elective,AA,10,60
581858,MA,6,MA918,core,CC,6,36
907454,CSE,3,ME481,hasmed_elective,BC,7,21
379479,MA,8,ME815,flexible_elective,CC,6,48
282482,MM,3,MM145,honours,BB,8,24
364146,MA,8,EC170,minor,CC,6,48
208100,EE,8,MA146,minor,AB,9,72
788020,CE,6,CSE499,minor,CC,6,36
981238,MM,6,EP131,hasmed_elective,AB,9,54
775967,EC,3,IE143,hasmed_elective,AA,10,30
124663,EE,3,CE848,minor,AA,10,30
955757,MM,3,MM812,core,AA,10,30
581065,EP,6,IE970,department_elective,BC,7,42
998293,ME,8,EE545,flexible_elective,BC,7,56
124663,EE,8,EE443,department_elective,AB,9,72
327122,MM,8,CE847,alc,CC,6,48
995208,ME,8,MM856,flexible_elective,BB,8,64
847809,IE,4,IE832,honours,CC,6,24
199713,EE,3,EE880,core,AB,9,27
970791,MA,4,MA359,core,AP,10,40
960395,EE,3,MM476,department_elective,AP,10,30
871746,IE,3,IE584,department_elective,BB,8,24
362471,EE,4,EP718,alc,BC,7,28
960395,EE,6,EE521,hasmed_elective,CC,6,36
310604,EE,4,EE497,core,AA,10,40
721490,EP,3,EP414,core,BB,8,24
836881,MM,4,IE513,hasmed_elective,AB,9,36
955757,MM,3,EP791,flexible_elective,CC,6,18
379479,MA,8,MA163,core,AB,9,72
589528,EE,4,CH991,minor,BB,8,32
703403,EC,6,EC244,honours,AA,10,60
391848,ME,8,CE517,flexible_elective,AA,10,80
955757,MM,6,CE262,department_elective,BB,8,48
310604,EE,3,EP511,alc,CC,6,18
203200,CH,6,ME366,alc,AP,10,60
626000,EC,6,EC659,honours,AP,10,60
362471,EE,6,EE348,core,BC,7,42
845623,EE,3,EE377,core,AA,10,30
845623,EE,8,ME430,hasmed_elective,BB,8,64
608522,EC,4,EC263,honours,AA,10,40
358405,MA,3,CE951,hasmed_elective,AB,9,27
847809,IE,3,IE191,department_elective,AP,10,30
847809,IE,4,ME112,minor,CC,6,24
482623,IE,3,EC804,alc,BC,7,21
788020,CE,4,CE799,department_elective,AB,9,36
681499,CH,4,CH919,honours,BC,7,28
879634,EP,6,EP514,honours,BC,7,42
521087,CSE,3,CH208,hasmed_elective,AP,10,30
955757,MM,4,EP243,hasmed_elective,BC,7,28
461584,EE,6,IE319,hasmed_elective,BC,7,42
608522,EC,6,CE312,minor,CC,6,36
970791,MA,8,EP600,alc,AP,10,80
879634,EP,4,MA962,minor,AA,10,40
138296,MM,3,CSE267,flexible_elective,AP,10,30
265922,EP,8,CH874,department_elective,AP,10,80
851029,CSE,6,CE298,hasmed_elective,BC,7,42
773982,EE,4,IE431,flexible_elective,BB,8,32
294697,MM,8,MM675,core,AP,10,80
488661,EE,4,CSE290,alc,BB,8,32
888886,CE,8,CE470,core,AB,9,72
851029,CSE,3,CE476,hasmed_elective,CC,6,18
388969,CSE,3,ME598,flexible_elective,BC,7,21
721490,EP,3,EP376,core,CC,6,18
482623,IE,6,ME610,hasmed_elective,AA,10,60
773982,EE,8,EP709,alc,AB,9,72
750259,MM,3,EC243,alc,AB,9,27
986057,ME,3,MA581,hasmed_elective,CC,6,18
888886,CE,4,CSE968,flexible_elective,AA,10,40
847809,IE,3,EC454,flexible_elective,AB,9,27
733782,CH,8,CE872,flexible_elective,AA,10,80
787967,EC,3,EP831,alc,AB,9,27
199713,EE,4,IE105,alc,BB,8,32
517837,CH,3,CE389,flexible_elective,AP,10,30
458200,EC,8,EE679,minor,AP,10,80
608522,EC,3,EC182,core,BB,8,24
836881,MM,8,MM509,honours,CC,6,48
381227,CE,3,CE596,core,BB,8,24
145372,EP,4,ME303,minor,BB,8,32
294697,MM,8,MA954,alc,BB,8,64
488661,EE,8,EE814,hasmed_elective,AB,9,72
461584,EE,4,MM245,department_elective,AB,9,36
143142,CSE,6,CH228,flexible_elective,AP,10,60
159438,EE,4,EE113,core,AA,10,40
391848,ME,4,ME120,honours,CC,6,24
379479,MA,3,IE486,hasmed_elective,AB,9,27
995208,ME,3,EC884,flexible_elective,BC,7,21
692318,CSE,8,CSE289,department_elective,BC,7,56
960395,EE,3,ME481,department_elective,CC,6,18
834515,MA,6,MA987,core,BB,8,48
159438,EE,8,EP357,flexible_elective,CC,6,48
388969,CSE,6,EC700,minor,AP,10,60
381526,CE,6,CE851,core,AB,9,54
681499,CH,8,MM978,flexible_elective,BC,7,56
716985,MM,6,MM890,core,CC,6,36
214270,CH,6,ME758,alc,AB,9,54
613401,CE,3,CE736,honours,CC,6,18
879634,EP,4,CH113,hasmed_elective,BC,7,28
703403,EC,6,EP148,hasmed_elective,BC,7,42
836431,EE,6,EE349,honours,AB,9,54
329535,EC,4,EC932,flexible_elective,CC,6,24
265922,EP,6,MM579,hasmed_elective,BB,8,48
613401,CE,8,EE984,alc,BC,7,56
138296,MM,4,CSE778,minor,AA,10,40
488661,EE,8,CH747,flexible_elective,BB,8,64
138296,MM,4,EP804,minor,AB,9,36
362471,EE,8,MA679,flexible_elective,BC,7,56
955757,MM,8,IE488,alc,CC,6,48
628849,MA,3,IE213,flexible_elective,BC,7,21
608522,EC,4,MM811,flexible_elective,BC,7,28
888886,CE,4,ME679,hasmed_elective,BC,7,28
283796,ME,8,ME389,honours,AA,10,80
995208,ME,3,IE896,hasmed_elective,BC,7,21
485484,MM,6,EC781,flexible_elective,CC,6,36
391848,ME,8,ME434,honours,BC,7,56
265922,EP,4,EP980,core,AA,10,40
870642,MM,6,MM706,core,AB,9,54
816041,MA,6,ME737,alc,AB,9,54
364146,MA,3,ME696,minor,BB,8,24
458200,EC,6,EP177,flexible_elective,AA,10,60
199713,EE,6,EE412,core,CC,6,36
781075,CE,8,EP318,flexible_elective,BC,7,56
265922,EP,4,MM486,alc,BB,8,32
781075,CE,3,CE365,core,CC,6,18
881983,MA,4,MA415,core,CC,6,24
628849,MA,8,MA767,core,AP,10,80
572815,CSE,8,EE147,alc,BB,8,64
589528,EE,6,EE681,flexible_elective,AA,10,60
630568,EP,3,CSE850,flexible_elective,BC,7,21
364146,MA,4,CH319,flexible_elective,BB,8,32
907454,CSE,6,IE384,minor,AA,10,60
970791,MA,4,MA841,honours,AA,10,40
208100,EE,6,EC991,alc,AA,10,60
488661,EE,4,EP748,department_elective,AP,10,40
521087,CSE,8,CSE703,honours,AB,9,72
461584,EE,6,CSE879,department_elective,CC,6,36
881983,MA,8,EP393,hasmed_elective,BB,8,64
993835,CE,3,MA946,flexible_elective,CC,6,18
581065,EP,4,EP611,department_elective,AA,10,40
344265,CSE,6,CE570,minor,AA,10,60
482623,IE,3,IE538,core,BB,8,24
608522,EC,8,CE828,hasmed_elective,BC,7,56
283796,ME,3,MM298,hasmed_elective,AA,10,30
358405,MA,3,EP223,hasmed_elective,AB,9,27
124663,EE,3,EE981,core,AB,9,27
199713,EE,6,CE382,department_elective,CC,6,36
971123,MA,6,MA706,core,AP,10,60
461971,CE,4,EP594,flexible_elective,AB,9,36
500658,CE,4,ME354,department_elective,AB,9,36
788020,CE,8,EP613,alc,BC,7,56
597353,CSE,6,CSE605,honours,AA,10,60
571782,ME,6,MA574,department_elective,AP,10,60
379479,MA,6,EE599,alc,AP,10,60
970791,MA,3,CH579,flexible_elective,CC,6,18
781075,CE,3,EC515,minor,CC,6,18
199713,EE,8,ME547,minor,AP,10,80
521087,CSE,3,ME159,alc,AP,10,30
928288,CSE,4,EC378,flexible_elective,AP,10,40
145372,EP,3,EP367,core,BB,8,24
845623,EE,3,CE854,minor,CC,6,18
265922,EP,4,EP776,core,CC,6,24
301135,IE,8,ME429,department_elective,AP,10,80
143142,CSE,8,CSE205,hasmed_elective,AA,10,80
534763,MA,8,MM899,minor,AP,10,80
327122,MM,4,CH442,department_elective,AA,10,40
681499,CH,6,CSE628,department_elective,AA,10,60
613401,CE,4,CE379,honours,AP,10,40
159438,EE,6,IE506,minor,BB,8,48
782129,MA,8,MA188,alc,AA,10,80
329535,EC,3,CSE957,flexible_elective,AA,10,30
488661,EE,8,EP601,alc,AB,9,72
773982,EE,3,CH633,department_elective,AB,9,27
329535,EC,6,IE913,alc,CC,6,36
270007,IE,3,MA464,hasmed_elective,BB,8,24
608952,EP,6,EP761,core,BC,7,42
626000,EC,3,EP272,flexible_elective,AA,10,30
143856,CE,8,EP785,minor,BB,8,64
143142,CSE,3,MM850,flexible_elective,AP,10,30
500658,CE,3,CE807,honours,BC,7,21
721490,EP,3,ME556,department_elective,AB,9,27
461584,EE,4,CE891,department_elective,AA,10,40
327122,MM,8,CSE252,department_elective,AA,10,80
998293,ME,3,CE817,alc,AA,10,30
581858,MA,4,MM390,department_elective,CC,6,24
500658,CE,4,IE987,flexible_elective,CC,6,24
608952,EP,8,MA402,flexible_elective,AA,10,80
721490,EP,3,EP517,core,BB,8,24
488661,EE,8,EP632,alc,AB,9,72
381227,CE,8,CE866,department_elective,CC,6,48
500658,CE,8,CH848,alc,BB,8,64
571782,ME,6,CSE472,flexible_elective,BB,8,48
138296,MM,3,MM867,core,BC,7,21
381526,CE,6,CE129,flexible_elective,AA,10,60
461971,CE,6,CE868,core,BC,7,42
265922,EP,3,EC539,alc,AB,9,27
208100,EE,6,CE600,hasmed_elective,AA,10,60
207443,ME,4,MA342,flexible_elective,AB,9,36
928288,CSE,8,CSE588,honours,CC,6,48
879634,EP,3,EP361,honours,AB,9,27
971123,MA,8,MM204,flexible_elective,AP,10,80
870642,MM,3,MM734,alc,BC,7,21
836881,MM,3,EE898,flexible_elective,CC,6,18
458200,EC,4,CE326,alc,BB,8,32
485484,MM,8,CSE368,hasmed_elective,BC,7,56
703403,EC,8,EC479,honours,CC,6,48
283796,ME,8,ME280,core,BB,8,64
626000,EC,8,MA284,department_elective,BB,8,64
344265,CSE,4,CE882,minor,AA,10,40
534763,MA,3,MA626,honours,AA,10,30
750259,MM,8,MM600,core,CC,6,48
986057,ME,3,CSE351,flexible_elective,BB,8,24
329535,EC,3,EC822,flexible_elective,AA,10,30
888886,CE,6,EE424,minor,BB,8,48
458200,EC,6,EC573,core,AB,9,54
879634,EP,4,ME481,hasmed_elective,AA,10,40
773982,EE,4,CH556,flexible_elective,AB,9,36
327122,MM,8,MM663,core,AA,10,80
787967,EC,6,EC795,hasmed_elective,AA,10,60
608522,EC,6,CH884,hasmed_elective,AA,10,60
703403,EC,8,ME970,flexible_elective,CC,6,48
534763,MA,4,CSE516,hasmed_elective,BB,8,32
816041,MA,8,IE206,minor,BB,8,64
572815,CSE,4,EP646,flexible_elective,AA,10,40
461971,CE,8,IE636,hasmed_elective,AP,10,80
628849,MA,6,MA398,core,AA,10,60
773982,EE,8,EE470,honours,BB,8,64
907454,CSE,6,MA275,minor,BB,8,48
478606,CE,6,IE521,department_elective,CC,6,36
159438,EE,8,EE206,honours,AA,10,80
358405,MA,3,CE577,flexible_elective,AP,10,30
582912,CH,8,CH826,core,CC,6,48
358405,MA,4,IE161,alc,AA,10,40
841365,MA,8,IE894,hasmed_elective,AA,10,80
834515,MA,4,MA645,core,BB,8,32
845623,EE,4,CE452,hasmed_elective,BC,7,28
907454,CSE,6,CSE108,honours,CC,6,36
775967,EC,3,EP797,department_elective,AP,10,30
581065,EP,6,CE891,alc,BB,8,48
521087,CSE,3,MM208,alc,CC,6,18
517837,CH,4,EP192,minor,CC,6,24
571782,ME,6,ME918,core,BB,8,48
955757,MM,3,CSE519,hasmed_elective,BB,8,24
150503,CH,6,MA498,flexible_elective,AB,9,54
582912,CH,6,EC903,flexible_elective,AA,10,60
588946,MA,3,CH689,department_elective,AA,10,30
571782,ME,8,EE592,alc,BB,8,64
597353,CSE,4,CSE945,hasmed_elective,BB,8,32
907454,CSE,4,ME655,alc,BB,8,32
465496,MA,3,CE599,minor,BC,7,21
716985,MM,4,ME496,minor,AA,10,40
608522,EC,6,EC337,core,BB,8,48
458200,EC,3,EC607,core,CC,6,18
870642,MM,8,ME750,department_elective,BC,7,56
836881,MM,4,EE938,minor,BC,7,28
680096,CH,6,EC737,hasmed_elective,AB,9,54
310604,EE,8,EE271,honours,AP,10,80
478606,CE,3,CE240,honours,CC,6,18
381227,CE,8,MA572,hasmed_elective,BC,7,56
680096,CH,8,CE575,minor,AB,9,72
138296,MM,6,CSE148,department_elective,BC,7,42
207443,ME,3,EP371,flexible_elective,BB,8,24
608522,EC,4,EC228,honours,CC,6,24
733782,CH,3,EP887,alc,AA,10,30
589528,EE,3,EE716,honours,BB,8,24
159438,EE,4,IE244,flexible_elective,BC,7,28
881983,MA,6,CSE168,department_elective,BC,7,42
955757,MM,4,EE435,flexible_elective,BB,8,32
993835,CE,3,CE211,core,AP,10,30
626000,EC,3,CSE346,department_elective,AB,9,27
628849,MA,3,EC353,hasmed_elective,AP,10,30
613401,CE,3,MA966,department_elective,BC,7,21
834515,MA,6,IE370,hasmed_elective,AA,10,60
750259,MM,8,MM229,hasmed_elective,AP,10,80
381526,CE,6,IE696,flexible_elective,AA,10,60
907454,CSE,8,EE853,alc,AA,10,80
608522,EC,4,EC452,core,BB,8,32
381526,CE,4,CSE790,hasmed_elective,AB,9,36
907454,CSE,6,EP105,department_elective,CC,6,36
841365,MA,6,CH371,minor,CC,6,36
180828,CSE,3,CH597,department_elective,BB,8,24
270007,IE,8,IE946,alc,BC,7,56
458200,EC,8,EC675,core,CC,6,48
816041,MA,6,ME266,hasmed_elective,BB,8,48
597353,CSE,6,EP713,department_elective,BB,8,48
836431,EE,8,CSE983,minor,CC,6,48
871746,IE,8,CSE984,alc,BB,8,64
871746,IE,4,EP451,department_elective,CC,6,24
391848,ME,8,CH199,department_elective,AA,10,80
810863,CE,4,CE503,core,CC,6,24
787967,EC,3,CSE495,flexible_elective,BC,7,21
143142,CSE,4,EC955,hasmed_elective,AA,10,40
145372,EP,8,EP995,hasmed_elective,BC,7,56
781075,CE,6,EE124,hasmed_elective,AP,10,60
358405,MA,8,CH543,minor,AP,10,80
180828,CSE,6,IE182,flexible_elective,AB,9,54
143142,CSE,3,EP904,minor,AA,10,30
971123,MA,8,ME642,flexible_elective,BC,7,56
970791,MA,3,MA745,hasmed_elective,BC,7,21
461971,CE,6,CE417,honours,AB,9,54
782129,MA,3,CSE231,flexible_elective,AA,10,30
680096,CH,4,CH989,honours,BC,7,28
810863,CE,8,CE988,core,BC,7,56
270007,IE,8,CSE820,flexible_elective,CC,6,48
283796,ME,8,ME462,core,BB,8,64
692318,CSE,4,IE130,alc,BC,7,28
572815,CSE,6,IE150,hasmed_elective,AB,9,54
597353,CSE,3,MM130,flexible_elective,AA,10,30
750259,MM,8,EP501,flexible_elective,BC,7,56
870642,MM,3,CE267,hasmed_elective,AA,10,30
582912,CH,3,EE732,minor,BC,7,21
180828,CSE,4,EC914,department_elective,AB,9,36
203200,CH,4,EC209,hasmed_elective,BC,7,28
970791,MA,6,CSE956,flexible_elective,CC,6,36
270007,IE,4,IE734,honours,CC,6,24
159438,EE,3,EE980,core,AB,9,27
834515,MA,8,CH273,minor,AB,9,72
581858,MA,3,MA762,core,BB,8,24
597353,CSE,6,CE623,minor,BC,7,42
692318,CSE,8,MM208,flexible_elective,AP,10,80
329535,EC,3,ME921,flexible_elective,AP,10,30
692318,CSE,6,IE552,minor,BB,8,48
588946,MA,4,EC318,hasmed_elective,AP,10,40
214270,CH,3,MM331,alc,AB,9,27
294697,MM,6,EE737,minor,AB,9,54
692318,CSE,4,CH753,flexible_elective,AA,10,40
628849,MA,8,EE898,department_elective,AB,9,72
613401,CE,4,CE458,core,BC,7,28
775967,EC,4,CH160,department_elective,AP,10,40
283796,ME,6,ME684,honours,AB,9,54
836881,MM,4,CH585,minor,AP,10,40
928288,CSE,6,MA916,flexible_elective,AP,10,60
458200,EC,8,ME616,department_elective,CC,6,48
482623,IE,8,IE560,honours,BC,7,56
680096,CH,4,ME996,hasmed_elective,CC,6,24
143142,CSE,4,EE307,alc,AP,10,40
478606,CE,3,IE774,hasmed_elective,BB,8,24
485484,MM,8,CE798,department_elective,AP,10,80
461584,EE,6,EC632,hasmed_elective,AA,10,60
773982,EE,8,CSE791,hasmed_elective,BC,7,56
144528,ME,6,EC187,department_elective,BC,7,42
836881,MM,6,MM810,core,CC,6,36
773982,EE,6,IE429,hasmed_elective,CC,6,36
907454,CSE,4,EP618,department_elective,AB,9,36
283796,ME,4,EE595,alc,AP,10,40
138296,MM,4,IE664,minor,BC,7,28
597353,CSE,8,MM728,minor,AB,9,72
597353,CSE,4,IE124,minor,BB,8,32
613401,CE,8,EC445,minor,AB,9,72
145372,EP,6,CH139,alc,BC,7,42
124663,EE,8,EC374,flexible_elective,BC,7,56
955757,MM,6,EC128,hasmed_elective,AP,10,60
680096,CH,3,CH691,honours,AB,9,27
270007,IE,3,IE868,honours,BB,8,24
870642,MM,6,MM156,honours,AB,9,54
847809,IE,8,EE451,alc,AP,10,80
681499,CH,8,CH558,honours,AB,9,72
775967,EC,4,CSE458,alc,BC,7,28
379479,MA,6,MA368,core,BB,8,48
993835,CE,6,CE715,alc,AB,9,54
358405,MA,3,CE953,flexible_elective,AP,10,30
907454,CSE,3,IE944,department_elective,AP,10,30
608522,EC,4,IE422,minor,BB,8,32
986057,ME,3,MA227,hasmed_elective,AP,10,30
871746,IE,6,MM553,flexible_elective,AA,10,60
391848,ME,8,ME816,core,CC,6,48
143142,CSE,8,EC900,flexible_elective,AP,10,80
482623,IE,8,CH714,minor,BC,7,56
138296,MM,3,MA667,flexible_elective,AA,10,30
973158,EE,3,EE640,core,CC,6,18
180828,CSE,8,EC414,department_elective,AP,10,80
461971,CE,4,EP253,hasmed_elective,AB,9,36
851029,CSE,4,EC260,flexible_elective,CC,6,24
485484,MM,6,MM374,core,BB,8,48
998293,ME,6,IE483,flexible_elective,CC,6,36
344265,CSE,3,CSE438,core,CC,6,18
465496,MA,3,MA220,core,AP,10,30
344265,CSE,6,CSE279,honours,AP,10,60
955757,MM,4,MA453,minor,BB,8,32
681499,CH,6,IE994,alc,BB,8,48
721490,EP,6,CE434,minor,CC,6,36
294697,MM,3,MM405,core,AB,9,27
589528,EE,3,CE346,minor,AP,10,30
888886,CE,8,CE794,honours,AB,9,72
571782,ME,3,IE482,department_elective,AP,10,30
718510,EP,6,EP631,honours,BC,7,42
214270,CH,3,CSE776,alc,AA,10,30
781075,CE,3,CSE466,alc,AP,10,30
150503,CH,8,CH322,core,AB,9,72
381227,CE,3,MA843,department_elective,CC,6,18
478606,CE,8,CE130,department_elective,AP,10,80
329535,EC,3,ME527,flexible_elective,CC,6,18
703403,EC,6,CH391,alc,BC,7,42
